sim,funct,cause,age,alpha,beta,delta,zcf,aic,bic
750,power2,IHD,AllAge,1.383926983,0.059472564,0.379483129,5.995101726,-4725.980131,-4719.874689
751,power2,IHD,AllAge,1.148704787,0.039433822,0.666970066,7.911805294,-4750.593445,-4744.488003
752,power2,IHD,AllAge,1.343405618,0.076321601,0.372103476,8.106546727,-4767.499894,-4761.394452
753,power2,IHD,AllAge,1.279992722,0.060380005,0.411487596,8.72646283,-4806.584502,-4800.479059
754,power2,IHD,AllAge,1.251670602,0.015607062,1.030298704,6.413236839,-4751.34545,-4745.240008
755,power2,IHD,AllAge,1.188832504,0.02779759,0.822034875,8.235229644,-4723.080224,-4716.974782
756,power2,IHD,AllAge,1.390098326,0.035919554,0.451224765,8.314656584,-4753.237362,-4747.13192
757,power2,IHD,AllAge,2.154406153,0.051034777,0.288618317,5.918152669,-4775.453814,-4769.348372
758,power2,IHD,AllAge,1.239472428,0.011148407,1.144341157,8.366089543,-4755.351239,-4749.245797
759,power2,IHD,AllAge,1.546228826,0.051339688,0.368958758,6.647142181,-4726.176166,-4720.070724
760,power2,IHD,AllAge,1.246560559,0.041932763,0.651163313,8.133861543,-4770.783538,-4764.678095
761,power2,IHD,AllAge,1.16976212,0.04419291,0.644236996,6.488990565,-4755.716231,-4749.610789
762,power2,IHD,AllAge,1.447693367,0.074298841,0.364529862,8.114487684,-4724.217738,-4718.112296
763,power2,IHD,AllAge,2.187317128,0.040304743,0.320766848,7.252552131,-4748.30726,-4742.201818
764,power2,IHD,AllAge,1.313257629,0.058476861,0.417585827,8.174564328,-4752.500135,-4746.394693
765,power2,IHD,AllAge,1.235129917,0.054683684,0.618958301,6.301000065,-4731.643418,-4725.537976
766,power2,IHD,AllAge,1.562556182,0.055942324,0.341510728,7.014061416,-4778.243823,-4772.138381
767,power2,IHD,AllAge,1.741165701,0.041986744,0.351411684,5.82418895,-4729.859203,-4723.753761
768,power2,IHD,AllAge,1.527396637,0.047652485,0.379722819,8.145388317,-4798.047187,-4791.941745
769,power2,IHD,AllAge,1.257414785,0.055690289,0.464627596,8.470750207,-4752.808615,-4746.703173
770,power2,IHD,AllAge,1.370110107,0.071816486,0.348570577,6.684937525,-4702.620562,-4696.51512
771,power2,IHD,AllAge,1.058041425,0.020624803,0.880410973,7.539232167,-4729.272255,-4723.166813
772,power2,IHD,AllAge,1.309461537,0.078177845,0.380470059,7.380372029,-4776.586133,-4770.480691
773,power2,IHD,AllAge,1.189055926,0.019169598,0.915330992,8.53804018,-4770.819226,-4764.713783
774,power2,IHD,AllAge,1.248104566,0.043257921,0.771925411,7.004531861,-4750.476166,-4744.370724
775,power2,IHD,AllAge,1.303917327,0.025219991,0.917098614,6.636545389,-4712.923681,-4706.818239
776,power2,IHD,AllAge,1.268525912,0.02495229,0.833802596,7.809317616,-4759.372023,-4753.266581
777,power2,IHD,AllAge,1.203503936,0.058900808,0.584508319,7.885854174,-4719.098157,-4712.992715
778,power2,IHD,AllAge,1.430627536,0.047170626,0.388000171,7.865068774,-4796.81879,-4790.713348
779,power2,IHD,AllAge,1.896582979,0.042362025,0.340020147,8.319846864,-4801.456177,-4795.350735
780,power2,IHD,AllAge,1.483010698,0.07555138,0.321261088,6.247982536,-4732.494819,-4726.389377
781,power2,IHD,AllAge,1.25113693,0.070879748,0.40203735,8.190192614,-4779.625536,-4773.520094
782,power2,IHD,AllAge,1.269744792,0.049491151,0.437066871,8.100497079,-4716.172098,-4710.066656
783,power2,IHD,AllAge,1.781312354,0.061351319,0.307900499,8.627852522,-4754.177664,-4748.072222
784,power2,IHD,AllAge,2.521093703,0.041034953,0.296236125,8.183545626,-4768.26217,-4762.156728
785,power2,IHD,AllAge,1.855135804,0.048325434,0.320989981,8.35354947,-4692.956917,-4686.851475
786,power2,IHD,AllAge,2.13493282,0.070720897,0.251103266,6.898334512,-4721.804285,-4715.698843
787,power2,IHD,AllAge,2.248847045,0.054623957,0.278700261,6.418253923,-4709.016027,-4702.910585
788,power2,IHD,AllAge,1.409766955,0.047918886,0.400229276,8.487277793,-4798.245227,-4792.139785
789,power2,IHD,AllAge,2.197219662,0.046744963,0.292447682,6.506577931,-4711.009816,-4704.904374
790,power2,IHD,AllAge,2.141402995,0.055756633,0.280430817,7.085805904,-4794.303597,-4788.198155
791,power2,IHD,AllAge,3.116419001,0.038521834,0.272395919,6.382943688,-4759.749445,-4753.644003
792,power2,IHD,AllAge,1.141220274,0.04951499,0.55939102,7.93281432,-4794.974495,-4788.869053
793,power2,IHD,AllAge,1.505099624,0.053384221,0.351635849,5.90837338,-4773.593281,-4767.487839
794,power2,IHD,AllAge,1.608408492,0.047410679,0.37546,7.237856181,-4760.140901,-4754.035459
795,power2,IHD,AllAge,1.575858459,0.073241838,0.316299697,7.824681315,-4748.363352,-4742.25791
796,power2,IHD,AllAge,1.270002578,0.02642883,0.858592339,7.155876217,-4753.040322,-4746.93488
797,power2,IHD,AllAge,1.258174756,0.015293695,1.015817785,7.485254218,-4751.55915,-4745.453708
798,power2,IHD,AllAge,1.187289518,0.020195986,1.058591668,8.725570955,-4734.013972,-4727.908529
799,power2,IHD,AllAge,1.163229571,0.044817905,0.58317004,7.096414547,-4763.526749,-4757.421307
800,power2,IHD,AllAge,1.286085855,0.059322093,0.416240108,7.816897568,-4791.001986,-4784.896544
801,power2,IHD,AllAge,1.27955776,0.084535758,0.344394539,8.300760405,-4752.395121,-4746.289679
802,power2,IHD,AllAge,1.433421704,0.046089288,0.371103331,6.663548108,-4771.626398,-4765.520956
803,power2,IHD,AllAge,1.586274012,0.039435743,0.388081314,8.131795875,-4787.718664,-4781.613222
804,power2,IHD,AllAge,1.132784422,0.043316903,0.668767012,6.67704256,-4763.859678,-4757.754236
805,power2,IHD,AllAge,4.47064615,0.021903796,0.284297802,6.224107231,-4736.772504,-4730.667062
806,power2,IHD,AllAge,1.168347483,0.084464283,0.414438391,6.716989937,-4730.571914,-4724.466472
807,power2,IHD,AllAge,2.875838223,0.035996344,0.283490952,7.244763811,-4751.190717,-4745.085275
808,power2,IHD,AllAge,1.346362091,0.06367239,0.521932886,7.961581139,-4730.574539,-4724.469097
809,power2,IHD,AllAge,1.532890855,0.041075976,0.407284875,8.552187141,-4763.862838,-4757.757396
810,power2,IHD,AllAge,1.890269799,0.063315469,0.295689897,6.881268364,-4735.486566,-4729.381123
811,power2,IHD,AllAge,1.553432341,0.034322391,0.40641155,8.76971051,-4759.971468,-4753.866026
812,power2,IHD,AllAge,2.087740162,0.040239531,0.341676279,8.516980249,-4801.312917,-4795.207475
813,power2,IHD,AllAge,1.56900662,0.033386946,0.408196646,8.473814555,-4730.349385,-4724.243943
814,power2,IHD,AllAge,2.023657374,0.053867084,0.309559871,7.655750326,-4772.23137,-4766.125928
815,power2,IHD,AllAge,1.256281257,0.053962609,0.447872466,8.461927393,-4833.24597,-4827.140528
816,power2,IHD,AllAge,1.462508173,0.070606772,0.337433307,6.8600264,-4729.419333,-4723.313891
817,power2,IHD,AllAge,1.239638892,0.085079325,0.363636905,6.921868848,-4772.023712,-4765.91827
818,power2,IHD,AllAge,1.309835305,0.087750911,0.360552094,6.787095977,-4801.735811,-4795.630369
819,power2,IHD,AllAge,3.955264587,0.028866776,0.257332665,7.317614544,-4728.123099,-4722.017657
820,power2,IHD,AllAge,2.430786005,0.060279858,0.256571063,7.389243131,-4709.173001,-4703.067559
821,power2,IHD,AllAge,3.536633304,0.036207926,0.254414756,6.113144541,-4722.624125,-4716.518683
822,power2,IHD,AllAge,1.198407884,0.058086165,0.560088099,6.878273942,-4772.633361,-4766.527919
823,power2,IHD,AllAge,1.34937814,0.077018281,0.376878532,6.897636637,-4763.849407,-4757.743965
824,power2,IHD,AllAge,1.163105654,0.039736023,0.654081409,8.064630794,-4782.775868,-4776.670426
825,power2,IHD,AllAge,2.891808788,0.032221913,0.300415061,7.419222211,-4751.436474,-4745.331032
826,power2,IHD,AllAge,2.285085902,0.06928182,0.243190955,6.22971981,-4784.807222,-4778.70178
827,power2,IHD,AllAge,1.449762319,0.048699457,0.389396358,8.250943203,-4764.814537,-4758.709095
828,power2,IHD,AllAge,2.260424299,0.05194482,0.282912971,6.628321475,-4763.061596,-4756.956154
829,power2,IHD,AllAge,6.242099054,0.020513338,0.250115132,6.639729389,-4724.465714,-4718.360272
830,power2,IHD,AllAge,1.258311152,0.097770684,0.360780126,5.883203423,-4715.781014,-4709.675572
831,power2,IHD,AllAge,1.08756928,0.019700657,1.002235543,7.642078441,-4766.226447,-4760.121005
832,power2,IHD,AllAge,1.536238709,0.054246118,0.346571083,6.979196318,-4735.968578,-4729.863135
833,power2,IHD,AllAge,1.243184461,0.042577543,0.726283558,6.378605304,-4733.183078,-4727.077636
834,power2,IHD,AllAge,1.194922875,0.103768961,0.392102119,6.280082394,-4727.703408,-4721.597966
835,power2,IHD,AllAge,2.030553452,0.051800158,0.299593927,7.894616271,-4748.492618,-4742.387176
836,power2,IHD,AllAge,1.652263799,0.031098414,0.402369437,7.63732811,-4793.573159,-4787.467717
837,power2,IHD,AllAge,2.226086747,0.049364404,0.294085512,6.843183557,-4711.003468,-4704.898026
838,power2,IHD,AllAge,1.748581408,0.05580717,0.321554377,7.728900023,-4752.610282,-4746.50484
839,power2,IHD,AllAge,1.892481068,0.036932903,0.354289248,6.828084609,-4760.820058,-4754.714616
840,power2,IHD,AllAge,1.280554484,0.081248117,0.339240114,6.125245983,-4760.082008,-4753.976566
841,power2,IHD,AllAge,1.331863779,0.057232678,0.399809964,7.373124603,-4770.254975,-4764.149533
842,power2,IHD,AllAge,1.700512487,0.054959606,0.326020497,6.331955982,-4721.953046,-4715.847604
843,power2,IHD,AllAge,1.273881106,0.052276357,0.431410801,5.919532984,-4744.669075,-4738.563632
844,power2,IHD,AllAge,1.263713038,0.023871109,0.795179136,7.767259428,-4744.565025,-4738.459583
845,power2,IHD,AllAge,3.51028333,0.036033623,0.261143583,7.707585879,-4720.379678,-4714.274236
846,power2,IHD,AllAge,1.578207686,0.07115375,0.309260976,8.258809776,-4784.00845,-4777.903008
847,power2,IHD,AllAge,1.598621999,0.037437826,0.396769685,6.372351794,-4788.885387,-4782.779945
848,power2,IHD,AllAge,1.260217465,0.075198002,0.422660584,6.122936512,-4734.43202,-4728.326577
849,power2,IHD,AllAge,1.375991392,0.061617113,0.359996127,7.789308616,-4752.943609,-4746.838167
850,power2,IHD,AllAge,1.205953262,0.042138113,0.714669871,8.566401978,-4705.142504,-4699.037062
851,power2,IHD,AllAge,1.483633397,0.034701598,0.421315379,7.214385567,-4765.394324,-4759.288881
852,power2,IHD,AllAge,2.775231657,0.03668622,0.290321164,6.14256913,-4781.727259,-4775.621816
853,power2,IHD,AllAge,1.154235184,0.042562047,0.685371453,7.220306627,-4709.405886,-4703.300444
854,power2,IHD,AllAge,1.801120488,0.049723781,0.325611145,7.037210016,-4784.172092,-4778.06665
855,power2,IHD,AllAge,1.227750835,0.032772518,0.751813272,7.395049442,-4773.868277,-4767.762835
856,power2,IHD,AllAge,1.512272994,0.049119337,0.377083555,7.460965624,-4771.70257,-4765.597128
857,power2,IHD,AllAge,1.114881301,0.011870421,1.171585839,8.797305488,-4746.449579,-4740.344137
858,power2,IHD,AllAge,2.348687524,0.036576001,0.314758889,8.727680555,-4779.730494,-4773.625052
859,power2,IHD,AllAge,1.098798882,0.0647853,0.642207538,5.907143472,-4737.293347,-4731.187905
860,power2,IHD,AllAge,1.173663424,0.014495266,1.100607182,6.528852193,-4716.364028,-4710.258586
861,power2,IHD,AllAge,1.294558848,0.04357054,0.449249417,6.809153523,-4720.605438,-4714.499996
862,power2,IHD,AllAge,1.471151797,0.03775377,0.442333648,8.753087457,-4747.996283,-4741.890841
863,power2,IHD,AllAge,1.316971132,0.070258189,0.410090998,7.188758224,-4747.258632,-4741.15319
864,power2,IHD,AllAge,1.931024157,0.054175657,0.303581775,6.652140481,-4758.407131,-4752.301689
865,power2,IHD,AllAge,1.399190183,0.07293734,0.344120567,6.54621852,-4717.192689,-4711.087247
866,power2,IHD,AllAge,2.21941057,0.025739206,0.36992943,7.808290282,-4770.243011,-4764.137569
867,power2,IHD,AllAge,1.602435926,0.048270555,0.370532074,8.743267689,-4782.135384,-4776.029942
868,power2,IHD,AllAge,1.413764169,0.050124704,0.376566561,7.113764285,-4783.215823,-4777.110381
869,power2,IHD,AllAge,9.52662679,0.016044134,0.237043487,7.205559304,-4745.411605,-4739.306162
870,power2,IHD,AllAge,1.467535035,0.065265535,0.339424454,6.98103528,-4708.434636,-4702.329194
871,power2,IHD,AllAge,1.64335707,0.071468271,0.316651394,6.864216647,-4744.162694,-4738.057252
872,power2,IHD,AllAge,1.280086565,0.051114376,0.431824255,7.896271939,-4786.647125,-4780.541683
873,power2,IHD,AllAge,1.698793295,0.042358142,0.355363553,8.243632786,-4780.241559,-4774.136117
874,power2,IHD,AllAge,1.825418362,0.042512667,0.341841702,7.527330124,-4771.890966,-4765.785524
875,power2,IHD,AllAge,1.154190494,0.023384578,0.965497875,6.118632672,-4746.40323,-4740.297788
876,power2,IHD,AllAge,1.569413438,0.051271267,0.350536014,6.582450401,-4769.290744,-4763.185302
877,power2,IHD,AllAge,1.342745433,0.064137293,0.368250687,7.033076777,-4738.294702,-4732.18926
878,power2,IHD,AllAge,1.181506825,0.029804309,0.816281712,7.86890384,-4715.410724,-4709.305282
879,power2,IHD,AllAge,1.254425196,0.033839767,0.703554733,7.709526019,-4739.954392,-4733.84895
880,power2,IHD,AllAge,1.200782154,0.046804391,0.726680517,7.396085764,-4795.382491,-4789.277048
881,power2,IHD,AllAge,1.487909188,0.051499434,0.356044825,8.51671386,-4746.679571,-4740.574129
882,power2,IHD,AllAge,1.547248117,0.079332641,0.340592406,6.347271452,-4771.090205,-4764.984762
883,power2,IHD,AllAge,1.718110015,0.060494928,0.336127859,5.989187348,-4739.488136,-4733.382694
884,power2,IHD,AllAge,1.502418975,0.049393816,0.391579215,8.538138969,-4787.384416,-4781.278974
885,power2,IHD,AllAge,1.426130529,0.055519965,0.395081743,5.842217534,-4729.350047,-4723.244605
886,power2,IHD,AllAge,1.739404072,0.038081958,0.365523648,8.384277932,-4783.299711,-4777.194269
887,power2,IHD,AllAge,3.394710464,0.031308832,0.275180194,8.116198012,-4707.32291,-4701.217468
888,power2,IHD,AllAge,1.447161183,0.039617278,0.404110606,8.54560755,-4828.651152,-4822.54571
889,power2,IHD,AllAge,2.055145737,0.037536297,0.335631761,8.053920539,-4750.092855,-4743.987413
890,power2,IHD,AllAge,1.973128236,0.040265543,0.341671224,7.866129088,-4777.486212,-4771.38077
891,power2,IHD,AllAge,1.175358624,0.07316183,0.456931223,7.29959841,-4779.538819,-4773.433377
892,power2,IHD,AllAge,1.297894256,0.050389268,0.444313851,8.254396532,-4750.279645,-4744.174203
893,power2,IHD,AllAge,1.632264713,0.038014271,0.390038053,7.315283529,-4733.867456,-4727.762014
894,power2,IHD,AllAge,1.791412614,0.035438375,0.361094784,8.076132114,-4760.196357,-4754.090915
895,power2,IHD,AllAge,1.352734077,0.061795778,0.37742991,6.127069149,-4757.234635,-4751.129193
896,power2,IHD,AllAge,1.25293612,0.065147186,0.407674104,8.058939699,-4763.819212,-4757.71377
897,power2,IHD,AllAge,1.154269781,0.024807163,0.798733309,7.857666208,-4749.263205,-4743.157763
898,power2,IHD,AllAge,1.711152121,0.060776438,0.3275597,6.733189098,-4730.019454,-4723.914011
899,power2,IHD,AllAge,2.1165024,0.036264388,0.334590819,8.751678094,-4758.234449,-4752.129006
900,power2,IHD,AllAge,1.319299484,0.066664832,0.365352432,8.145179151,-4739.610958,-4733.505516
901,power2,IHD,AllAge,1.369397743,0.080105099,0.344340897,7.496353894,-4736.214353,-4730.108911
902,power2,IHD,AllAge,1.370505867,0.092250337,0.318596512,6.955068381,-4722.777103,-4716.671661
903,power2,IHD,AllAge,1.293405853,0.037198142,0.670058837,7.10963963,-4735.748318,-4729.642876
904,power2,IHD,AllAge,1.396066149,0.031100914,0.451092995,7.501170652,-4757.372827,-4751.267385
905,power2,IHD,AllAge,5.226952604,0.028006086,0.234298874,6.502965262,-4737.537854,-4731.432412
906,power2,IHD,AllAge,1.643024784,0.044736513,0.360934683,8.397110248,-4724.913514,-4718.808072
907,power2,IHD,AllAge,1.212655553,0.021015432,0.949363114,6.790288402,-4719.834976,-4713.729534
908,power2,IHD,AllAge,1.401343568,0.061265351,0.386934873,8.126801993,-4750.621116,-4744.515674
909,power2,IHD,AllAge,2.266485374,0.0424091,0.297878152,8.249036227,-4781.159327,-4775.053885
910,power2,IHD,AllAge,1.366411518,0.063430315,0.394955066,7.291894987,-4759.154555,-4753.049113
911,power2,IHD,AllAge,1.445444733,0.051754325,0.394952366,8.428675291,-4777.981863,-4771.876421
912,power2,IHD,AllAge,1.55599129,0.054785709,0.352920919,5.858302364,-4726.417126,-4720.311684
913,power2,IHD,AllAge,1.488729002,0.055343966,0.356948765,8.445903628,-4729.703432,-4723.59799
914,power2,IHD,AllAge,1.456702431,0.04203638,0.39137935,8.636314797,-4777.375169,-4771.269727
915,power2,IHD,AllAge,1.489075486,0.0674361,0.347973856,6.148733613,-4758.456896,-4752.351454
916,power2,IHD,AllAge,1.282425669,0.030505231,0.701841448,8.797466371,-4723.501283,-4717.395841
917,power2,IHD,AllAge,1.750890411,0.043127675,0.356979432,6.771219104,-4740.624093,-4734.518651
918,power2,IHD,AllAge,1.277936125,0.08196214,0.401340963,7.143351872,-4733.505454,-4727.400012
919,power2,IHD,AllAge,1.612196345,0.03668014,0.382659581,8.224013966,-4769.160754,-4763.055312
920,power2,IHD,AllAge,1.974430645,0.057543641,0.292454057,6.461024053,-4771.285708,-4765.180266
921,power2,IHD,AllAge,1.548217817,0.048503809,0.362396554,7.575930292,-4724.008136,-4717.902694
922,power2,IHD,AllAge,2.218884834,0.039100252,0.32581169,7.875134276,-4695.67227,-4689.566828
923,power2,IHD,AllAge,2.053778148,0.055034229,0.288499471,6.788071724,-4724.052796,-4717.947354
924,power2,IHD,AllAge,1.246491016,0.073576589,0.385850683,7.416422755,-4739.394883,-4733.289441
925,power2,IHD,AllAge,1.946890397,0.036332996,0.358094506,8.347606312,-4759.71636,-4753.610918
926,power2,IHD,AllAge,2.055979949,0.060809129,0.28348191,6.611675512,-4720.248341,-4714.142899
927,power2,IHD,AllAge,2.599617314,0.035186428,0.294018166,8.768341402,-4732.444044,-4726.338601
928,power2,IHD,AllAge,2.202681475,0.043690784,0.302078869,6.787250101,-4707.632082,-4701.52664
929,power2,IHD,AllAge,2.809569604,0.037758894,0.273720657,7.742972379,-4745.520804,-4739.415362
930,power2,IHD,AllAge,2.07267594,0.061664142,0.289252631,6.772302027,-4732.558242,-4726.4528
931,power2,IHD,AllAge,1.495830466,0.047217944,0.372823383,8.782137897,-4754.459445,-4748.354003
932,power2,IHD,AllAge,1.411831621,0.063614115,0.370359968,8.746768178,-4783.177561,-4777.072119
933,power2,IHD,AllAge,5.246062157,0.02393475,0.246176581,7.52878497,-4704.529216,-4698.423774
934,power2,IHD,AllAge,1.474006369,0.0695405,0.331457879,5.93317091,-4764.064036,-4757.958594
935,power2,IHD,AllAge,1.364372853,0.065433918,0.363201325,8.01370144,-4766.707329,-4760.601887
936,power2,IHD,AllAge,1.474364218,0.060200248,0.382571204,8.535065486,-4761.871834,-4755.766392
937,power2,IHD,AllAge,1.194783084,0.071317049,0.435114966,8.329055375,-4793.544501,-4787.439059
938,power2,IHD,AllAge,1.280036384,0.077435723,0.370590895,7.218757889,-4713.946359,-4707.840917
939,power2,IHD,AllAge,1.28594318,0.060248245,0.402706227,7.827326691,-4784.274608,-4778.169166
940,power2,IHD,AllAge,1.327045462,0.049755119,0.405574381,7.736624686,-4797.943858,-4791.838416
941,power2,IHD,AllAge,1.593151358,0.046947702,0.375427121,8.434077373,-4776.489978,-4770.384536
942,power2,IHD,AllAge,1.470924831,0.057563228,0.372156895,8.173466472,-4775.388876,-4769.283434
943,power2,IHD,AllAge,2.13971744,0.027973058,0.358031754,7.712927085,-4760.382027,-4754.276585
944,power2,IHD,AllAge,1.388927353,0.050438863,0.387412977,8.750078319,-4771.72163,-4765.616187
945,power2,IHD,AllAge,1.128580793,0.030242843,0.875636993,6.998763777,-4778.687654,-4772.582212
946,power2,IHD,AllAge,1.252355677,0.043253844,0.467353282,8.43936236,-4782.151381,-4776.045939
947,power2,IHD,AllAge,1.329238422,0.0856133,0.345643458,8.154813989,-4722.294776,-4716.189334
948,power2,IHD,AllAge,1.362366707,0.05309669,0.402448773,8.168914338,-4794.995271,-4788.889829
949,power2,IHD,AllAge,1.856650039,0.036946812,0.356833412,7.42308554,-4783.65964,-4777.554198
950,power2,IHD,AllAge,1.511973322,0.051771054,0.398013621,7.413871873,-4777.636803,-4771.531361
951,power2,IHD,AllAge,2.321735314,0.044263792,0.286416031,8.032143643,-4768.147894,-4762.042452
952,power2,IHD,AllAge,1.410879596,0.0674962,0.357394746,7.667872648,-4736.080417,-4729.974975
953,power2,IHD,AllAge,1.356781678,0.074762176,0.367135401,7.753067051,-4720.883842,-4714.7784
954,power2,IHD,AllAge,1.204883462,0.013330319,1.153505052,5.952913444,-4744.424701,-4738.319259
955,power2,IHD,AllAge,1.52299314,0.057693192,0.362181711,6.229598037,-4745.9909,-4739.885458
956,power2,IHD,AllAge,2.754580221,0.0401749,0.290828701,8.505330526,-4738.273713,-4732.16827
957,power2,IHD,AllAge,1.18374908,0.02709317,0.95290596,8.57428498,-4761.706024,-4755.600582
958,power2,IHD,AllAge,1.314943137,0.046050661,0.514992702,7.253203447,-4739.741886,-4733.636444
959,power2,IHD,AllAge,1.199703941,0.044715101,0.606724563,6.268661283,-4733.674682,-4727.569239
960,power2,IHD,AllAge,1.357500251,0.054174188,0.404917007,7.655718109,-4784.958507,-4778.853064
961,power2,IHD,AllAge,1.874147708,0.057530157,0.31512549,7.230360716,-4746.963951,-4740.858509
962,power2,IHD,AllAge,1.149688722,0.032969629,0.821482319,8.553278184,-4753.942499,-4747.837057
963,power2,IHD,AllAge,1.455189177,0.055823216,0.373501404,6.533704608,-4715.041577,-4708.936135
964,power2,IHD,AllAge,1.295883299,0.047412176,0.6048092,8.346964152,-4747.663962,-4741.55852
965,power2,IHD,AllAge,1.280890731,0.032562797,0.765381699,8.783509768,-4719.349787,-4713.244345
966,power2,IHD,AllAge,1.216331472,0.054437826,0.448541618,6.338954833,-4751.196572,-4745.091129
967,power2,IHD,AllAge,1.330013625,0.015980882,0.965988535,5.906982615,-4764.665455,-4758.560013
968,power2,IHD,AllAge,1.98720725,0.043487068,0.327010763,6.816847448,-4749.215557,-4743.110115
969,power2,IHD,AllAge,1.852736089,0.069110397,0.297758936,7.208366581,-4745.942901,-4739.837459
970,power2,IHD,AllAge,1.17080879,0.050881701,0.540641854,7.918739303,-4764.559942,-4758.4545
971,power2,IHD,AllAge,1.604747123,0.075518485,0.309670084,6.001284698,-4736.147717,-4730.042274
972,power2,IHD,AllAge,2.111345962,0.059858804,0.278026802,6.717627752,-4730.914485,-4724.809043
973,power2,IHD,AllAge,1.640257824,0.040063518,0.383953358,8.339753996,-4716.812669,-4710.707227
974,power2,IHD,AllAge,1.572428501,0.044115655,0.387651916,8.174728432,-4720.158111,-4714.052669
975,power2,IHD,AllAge,2.163966708,0.037920855,0.318541382,7.356730417,-4794.225426,-4788.119984
976,power2,IHD,AllAge,1.37388449,0.089203037,0.311105534,7.202104346,-4759.364185,-4753.258743
977,power2,IHD,AllAge,1.208156006,0.049101342,0.567871282,8.126009608,-4750.977252,-4744.87181
978,power2,IHD,AllAge,1.962971967,0.057776038,0.302942383,7.148652318,-4781.414673,-4775.309231
979,power2,IHD,AllAge,1.148855058,0.053300552,0.654858511,5.885302287,-4803.484688,-4797.379246
980,power2,IHD,AllAge,1.963395769,0.041656842,0.33850224,7.204392584,-4754.742246,-4748.636804
981,power2,IHD,AllAge,2.968619719,0.038388232,0.283825573,5.975145204,-4735.631634,-4729.526192
982,power2,IHD,AllAge,1.840983107,0.049218827,0.314263286,8.366751615,-4750.611845,-4744.506403
983,power2,IHD,AllAge,1.168208826,0.048631173,0.549098041,8.332983876,-4767.096244,-4760.990801
984,power2,IHD,AllAge,1.632325586,0.069616505,0.330266503,5.937535771,-4707.880662,-4701.77522
985,power2,IHD,AllAge,1.834159268,0.063328637,0.287407755,8.065752111,-4725.325458,-4719.220016
986,power2,IHD,AllAge,1.838617792,0.042088771,0.344316427,7.699024782,-4751.943331,-4745.837889
987,power2,IHD,AllAge,1.527387894,0.047538339,0.375105095,7.402355918,-4727.53135,-4721.425908
988,power2,IHD,AllAge,1.584044508,0.037240747,0.381376669,7.850794709,-4783.73592,-4777.630478
989,power2,IHD,AllAge,1.21717896,0.021286211,0.986605258,8.229565641,-4757.004245,-4750.898803
990,power2,IHD,AllAge,1.559405517,0.084106655,0.314672547,7.434912002,-4817.186287,-4811.080845
991,power2,IHD,AllAge,1.48970235,0.081100414,0.331993376,8.467646784,-4703.815268,-4697.709826
992,power2,IHD,AllAge,1.459321536,0.055206603,0.356982949,7.657954293,-4730.849126,-4724.743683
993,power2,IHD,AllAge,1.610765411,0.048958523,0.333911712,7.705682466,-4741.697885,-4735.592443
994,power2,IHD,AllAge,1.27929989,0.047291946,0.57315886,7.55869233,-4734.314992,-4728.20955
995,power2,IHD,AllAge,3.093675331,0.036150901,0.278797041,6.921638056,-4732.903641,-4726.798198
996,power2,IHD,AllAge,1.771078628,0.058935391,0.300291576,6.010930687,-4817.16145,-4811.056008
997,power2,IHD,AllAge,1.263691412,0.059050764,0.41539466,8.374368674,-4824.379711,-4818.274269
998,power2,IHD,AllAge,3.396982446,0.023782803,0.313636267,8.308603588,-4784.847239,-4778.741797
999,power2,IHD,AllAge,1.292024511,0.090899591,0.385042583,6.472804534,-4679.939804,-4673.834361
1000,power2,IHD,AllAge,1.847699747,0.053886809,0.314906258,8.610469242,-4750.033914,-4743.928472
